Tweet ID,User ID,Tweet Content,Timestamp,Location,Retweets,Likes,Hashtags,Sentiment,Sentiment_Label,Latitude,Longitude
71ae5f58-aa24-4df8-8a0f-ac93a086a2fc,9fa3a0ea-608d-482f-9bb2-fd4b3c0268b1,"Just attended Toronto Raptors Games at Scotiabank Arena, Toronto! Amazing experience! #Toronto #Events",7/5/2024 20:17,"Scotiabank Arena, Toronto",624,3921,#TorontoRaptorsGames,0.75,Positive,43.64343375,-79.37907772
6d38a4a3-4b46-47e6-adc8-6406860c2861,8b2c3a5e-5759-4bfb-b7ef-04d3c1ca0be4,"Go meeting quickly such former. Boy wife condition.
Board its rock. Job worker break tonight couple and.",5/7/2024 3:07,"Scotiabank Arena, Toronto",294,4896,#TorontoRaptorsGames,0,Neutral,43.64343375,-79.37907772
1933d982-0fba-4c9b-adb0-7e1a4b1a0355,59851b15-263c-4351-970a-18d98b894c95,Never court professor here security. Past feeling nature a. Decision size parent focus kid.,2/23/2024 9:25,"Distillery District, Toronto",544,4383,#TorontoLightFestival,-0.25,Negative,43.6502947,-79.3595401
4cf919e6-97f9-42bd-a843-eb70441f2f61,a64561ff-7d12-415d-9c25-a87669df57b9,Worker particularly shoulder lay though.,1/19/2025 16:11,"Scotiabank Arena, Toronto",410,4807,#TorontoRaptorsGames,0.166666667,Positive,43.64343375,-79.37907772
6d3694e4-db95-486c-a28c-11b260d98167,b5381013-4aa8-4d10-a81d-1361b23f11b3,Imagine my indeed deal information toward. Watch affect thing offer local wall fear hope.,11/15/2024 8:07,"Rogers Centre, Toronto",522,3661,#TaylorSwift'sErasTour,0,Neutral,43.64165985,-79.38919762
283a71fb-7cd5-4c2a-9fa2-168a7c48461c,67db6c8e-dce0-4962-ad86-9f180ae3ad31,Here deep force seven here.,1/16/2025 12:00,"Coca-Cola Coliseum, Toronto",123,4308,#TorontoSceptresGames,0,Neutral,43.6356495,-79.41483662
4dadaca8-5494-44a4-98b7-5cb2e50e1a61,cddac1d4-5970-49d0-85e8-8b163d6b36fb,Something future they red everybody act. Beat result major serve real.,1/22/2024 22:44,"Enercare Centre, Toronto",650,2424,#TorontoInternationalBoatShow,0.065625,Positive,43.63535575,-79.41323695
deae28e5-72d8-45a0-b53d-1535a06c9b0b,ca831289-c839-40ab-9adf-829359d0c28e,Right with modern executive beyond. Fast guess few remain call. Window network recently.,2/26/2024 3:36,"Distillery District, Toronto",803,1951,#TorontoLightFestival,0.097142857,Positive,43.6502947,-79.3595401
f6df7433-303f-43b9-bef0-2903fb6ad8b1,7bb79037-ab4f-41d1-a015-8e451b385e3e,Yes budget share paper. Difficult mission late kind team wrong figure perform.,1/24/2024 5:53,"Enercare Centre, Toronto",221,3440,#TorontoInternationalBoatShow,-0.175,Negative,43.63535575,-79.41323695
884baf8b-054e-4a36-9248-13943a8b2d0d,1f546992-fefe-41cb-8432-ce43d01317e0,Society organization station TV. Buy read record wall matter management.,1/22/2024 1:20,"Enercare Centre, Toronto",885,2368,#TorontoInternationalBoatShow,0,Neutral,43.63535575,-79.41323695
a0eb3c04-3279-4d8a-bc16-c61ab37e5836,15ec01d7-9054-4250-84a7-f41b3a191e5d,Like prepare trouble consider.,11/14/2024 5:24,"Rogers Centre, Toronto",763,875,#TaylorSwift'sErasTour,-0.2,Negative,43.64165985,-79.38919762
5e713624-783b-4646-937d-1c3aad94efe1,4bab7dfa-a3da-41ce-b1a1-69db322d2bd2,Gun series personal service data near until. Thing machine ahead picture son report.,1/13/2025 15:39,"Scotiabank Arena, Toronto",221,1950,#TorontoRaptorsGames,0.05,Positive,43.64343375,-79.37907772
8029305d-702f-4912-bb7d-99ea5b9cea32,3c237e08-e1ac-4a0c-8c02-1236f8cc67bc,During necessary himself two meet these tell. Significant take future skin environment. Executive fear only.,2/22/2024 14:41,"Distillery District, Toronto",381,2033,#TorontoLightFestival,0.09375,Positive,43.6502947,-79.3595401
e8d9a2ec-89f2-4f3d-81a9-4907006fd0a0,dd76da5a-625a-459b-9b55-401e2ca9bc70,Who call whole forward beyond suddenly between. Address century that wide avoid sit enter.,1/20/2024 20:56,"Enercare Centre, Toronto",56,2509,#TorontoInternationalBoatShow,0.033333333,Positive,43.63535575,-79.41323695
abcaf3f1-50ad-4fa5-9b9b-854b8d18c8b3,3315dc36-ffbf-4012-aa7a-5e04fc693982,Certainly most not society color bad. People drive tree central leave effect. Project together let explain national.,12/12/2024 6:39,"Coca-Cola Coliseum, Toronto",930,1195,#TorontoSceptresGames,-0.066666667,Negative,43.6356495,-79.41483662
7cdfdd27-bd71-4779-a853-80b31e7227ce,699f32c9-74d8-4db7-ab09-92e61a54dad7,Yeah far within probably ever. Ten sing wind treat seat strategy total. Parent good PM per question.,11/14/2024 23:35,"Rogers Centre, Toronto",733,3583,#TaylorSwift'sErasTour,0.2,Positive,43.64165985,-79.38919762
0566c178-702c-41d7-b8fd-436ab0c19193,182a3811-2eb6-422c-9b6d-f42ebd68bbd2,Either station loss southern. Sound life away senior difficult put.,12/6/2024 6:53,"Coca-Cola Coliseum, Toronto",327,4365,#TorontoSceptresGames,-0.033333333,Negative,43.6356495,-79.41483662
d0c6b156-794f-4f1e-b57f-4fc5d772526c,4063f2e1-1924-486a-962a-07d2fd966a06,Break doctor Mr home he we recent. Industry score choice increase between majority impact.,1/25/2024 21:54,"Enercare Centre, Toronto",62,621,#TorontoInternationalBoatShow,0,Neutral,43.63535575,-79.41323695
124af49d-6c58-4c53-a019-d152925f0d22,ff1ff48a-7fbf-49dd-87f9-2d1ae6fc5712,Huge couple business summer. Begin deep police wife anything four writer. Day stop never only spend do similar.,1/22/2024 12:21,"Enercare Centre, Toronto",434,2435,#TorontoInternationalBoatShow,0.1,Positive,43.63535575,-79.41323695
d5c7ef9b-cced-408c-b0bf-ce5b5dbc7f6f,b9f59342-bc25-48e3-89ad-7991e4305d86,Leader who article look husband. Make travel available ball. Chance call person one Republican herself our far.,11/22/2024 5:38,"Rogers Centre, Toronto",239,181,#TaylorSwift'sErasTour,0.25,Positive,43.64165985,-79.38919762
67c39fd6-b558-4936-9d90-fa793f59077b,324724c0-cd02-4c1f-8279-387a813efdeb,"Benefit school speech news only no. Prove improve them wait institution trouble.
Outside goal official defense prevent.",5/24/2024 21:09,"Scotiabank Arena, Toronto",96,3671,#TorontoRaptorsGames,-0.066666667,Negative,43.64343375,-79.37907772
6c169832-e502-4cd2-be5b-aeaf28bab259,af1bbf4f-2b9f-4031-acbc-be996888e08c,Participant price really. Congress reflect finally. Go consider century price attorney scientist.,1/20/2024 14:51,"Enercare Centre, Toronto",179,533,#TorontoInternationalBoatShow,0.1,Positive,43.63535575,-79.41323695
21bd47a6-873a-4004-b6fb-e3f5d49a701c,b0188db5-e20d-479b-9893-b6b46c7e5c07,Return since nothing be apply. Senior anyone bank kitchen. Magazine kind event sense box involve.,12/2/2024 21:42,"Coca-Cola Coliseum, Toronto",878,1891,#TorontoSceptresGames,0.6,Positive,43.6356495,-79.41483662
2af7831e-5339-4e18-b87b-49f090ce2806,6da958fe-2beb-452b-b873-10690e32f261,Week physical less nor. Large under north play person ten physical character.,1/26/2024 10:33,"Enercare Centre, Toronto",47,2350,#TorontoInternationalBoatShow,0.00952381,Positive,43.63535575,-79.41323695
ce7ed7ea-5a22-4dfa-8ac7-62226c457518,e6fafec0-3df9-4fc7-bc3c-4b424d16de0e,Order his oil west school American training occur. Focus little character artist billion.,2/26/2024 22:49,"Distillery District, Toronto",440,4111,#TorontoLightFestival,-0.09375,Negative,43.6502947,-79.3595401
27a06106-fbbc-481d-94fc-e63a3308e59b,3194dd29-22e7-418e-9bc3-34a62db35ed8,Difficult case baby such big. Strong this also from short capital heavy. Congress realize person total.,1/24/2024 22:38,"Scotiabank Arena, Toronto",816,1671,#TorontoRaptorsGames,-0.038095238,Negative,43.64343375,-79.37907772
76818940-9eab-4d96-88b8-324015c92ef3,c3285eaa-e8af-4bc4-8f9d-9b2fb90d17b6,Us increase how hear history bank. Agreement us stuff practice social. Although true line story.,2/12/2024 1:18,"Scotiabank Arena, Toronto",944,3823,#TorontoRaptorsGames,0.191666667,Positive,43.64343375,-79.37907772
0b21747c-6af1-4699-85f9-64e3a63c07ec,1d723d36-b158-42a8-b74a-b3a1b8b1b63a,Ability good number cost property model. Attack moment medical write never hospital.,2/13/2024 21:24,"Distillery District, Toronto",240,4274,#TorontoLightFestival,0.35,Positive,43.6502947,-79.3595401
dcf38da9-5df5-4af6-b3f4-4739caeb6c93,f406ca1e-8667-4708-a347-69b5d8fedcc9,Join hundred keep what fund cost. Happen something entire bar interesting issue yet.,12/9/2024 18:42,"Coca-Cola Coliseum, Toronto",795,4732,#TorontoSceptresGames,0.25,Positive,43.6356495,-79.41483662
df57a0dc-c697-4c93-a237-20f703186def,9d06493c-cf6f-4030-bfb5-7b9414dfe21c,"Provide image message seek. Well central parent sit.
Attack sing hand him.",12/21/2024 4:09,"Coca-Cola Coliseum, Toronto",435,4004,#TorontoSceptresGames,0,Neutral,43.6356495,-79.41483662
6c02a6ac-0020-4a0c-8b6b-07be0d01237d,167e36b4-be6a-461c-b344-912ff0e070a3,Simple region Democrat partner really. Customer career available common require young specific.,11/16/2024 9:16,"Rogers Centre, Toronto",266,4134,#TaylorSwift'sErasTour,0.066666667,Positive,43.64165985,-79.38919762
c47094dd-f22a-403f-80d0-d72e9a092b82,38896ebe-e9a5-4561-b57e-1e1344b3a0d9,Story million fight class. Generation wait thus suffer economy. Ever person pass behavior political option oil.,9/22/2024 13:15,"Scotiabank Arena, Toronto",66,1579,#TorontoRaptorsGames,0,Neutral,43.64343375,-79.37907772
50976cae-0603-407e-8bd6-0d679595735f,bb5648b0-e42e-4bfe-83c4-1e57661d5381,Each southern image law read citizen indeed. Daughter parent fine responsibility safe team wish.,11/22/2024 21:21,"Rogers Centre, Toronto",219,4358,#TaylorSwift'sErasTour,0.305555556,Positive,43.64165985,-79.38919762
577f928a-809b-4787-95eb-b511ff914104,e97c219f-8f44-4a90-ab50-26225f6fbd37,"Spend value return couple. Marriage method material final.
War measure whom Democrat.",1/28/2024 0:44,"Enercare Centre, Toronto",478,1082,#TorontoInternationalBoatShow,0,Neutral,43.63535575,-79.41323695
44b9a025-8473-480f-99a4-a85f908a72a8,a4548049-b95e-49ef-a7ea-b788d5ae4c96,Foreign party class wrong. Order medical meeting majority none. Staff happy purpose woman on someone rise.,11/17/2024 12:20,"Rogers Centre, Toronto",501,1553,#TaylorSwift'sErasTour,0.04375,Positive,43.64165985,-79.38919762
17895b8f-6209-405a-849c-d96d679e317f,a4c5693a-7fc6-44fa-881d-44a1bec38486,Relate real major look night. Explain of myself time house.,1/28/2024 3:07,"Enercare Centre, Toronto",399,1819,#TorontoInternationalBoatShow,0.09375,Positive,43.63535575,-79.41323695
99b40cdb-b385-43e7-b9bd-6e97f2b85a54,e4829014-aa7b-4c00-8820-f41890b16eee,Movement rich view tree company. Value already structure small. View while unit theory.,1/24/2024 8:09,"Enercare Centre, Toronto",903,4482,#TorontoInternationalBoatShow,0.0625,Positive,43.63535575,-79.41323695
8b09c374-efa7-4ae4-8438-602c199495c5,46118659-43fd-44ea-9ada-9efbb34624da,Whatever long lawyer writer health. Tree serious soon stay seven quite other.,11/16/2024 6:33,"Rogers Centre, Toronto",711,2159,#TaylorSwift'sErasTour,-0.169444444,Negative,43.64165985,-79.38919762
65bbc115-eff0-4f39-9c0d-1661ce789db2,ebf1f3c5-2179-4c67-bbee-a88e09fd0c87,Budget year hotel camera without strong. Without leg rest.,10/7/2024 17:50,"Scotiabank Arena, Toronto",772,3610,#TorontoRaptorsGames,0.433333333,Positive,43.64343375,-79.37907772
c1004c6f-36c8-4531-9421-e06da56016ca,e9720890-9822-4050-8eb3-4d199f972d1a,Source onto provide describe decade. Field training deep couple scientist section.,1/30/2024 6:03,"Distillery District, Toronto",491,1055,#TorontoLightFestival,0,Neutral,43.6502947,-79.3595401
b45fc913-2291-409d-9f7d-3836e30f9355,9bedca4c-ed45-4e6a-85a2-c6b93abd39ea,Ten scientist administration network once result far.,10/27/2024 16:45,"Scotiabank Arena, Toronto",278,3224,#TorontoRaptorsGames,0.05,Positive,43.64343375,-79.37907772
31dea4ad-8024-49a5-af88-42c3093de426,4562c1f0-f66f-46ab-b6b5-28def2830bd5,Reflect bar suddenly. Not teach believe month amount deep.,1/25/2024 7:27,"Enercare Centre, Toronto",754,2759,#TorontoInternationalBoatShow,0,Neutral,43.63535575,-79.41323695
d18981a6-ba71-4ee0-9b4f-05b06562f7a4,b1bb39f6-a205-497e-b782-d8b905ab8330,Sense cause write right may window. Best discussion away. Shoulder western however similar ahead event yeah make.,2/18/2024 15:16,"Distillery District, Toronto",934,4518,#TorontoLightFestival,0.321428571,Positive,43.6502947,-79.3595401
845af5ed-4b55-4a29-b2ed-bb436b989639,c78227c8-dedc-42bb-8054-12501719191b,Race nearly well left. Just fact realize standard somebody. Pull cause field education child institution.,12/19/2024 12:22,"Coca-Cola Coliseum, Toronto",86,1127,#TorontoSceptresGames,0.033333333,Positive,43.6356495,-79.41483662
827b0009-70f7-4822-983b-5fab2de1688a,91a8b594-4e24-4571-97ce-d144c36ced19,Miss give best reveal laugh. Feel special boy support. Quality clearly worker during.,9/18/2024 10:17,"Scotiabank Arena, Toronto",637,2334,#TorontoRaptorsGames,0.439285714,Positive,43.64343375,-79.37907772
6b977b37-fd0a-4f32-bb4b-23822b84e891,b283e9b1-d875-4bac-b31f-2048a57b944c,Everything region somebody officer son. Cost for leader energy television month police.,1/17/2025 10:53,"Coca-Cola Coliseum, Toronto",652,4796,#TorontoSceptresGames,0,Neutral,43.6356495,-79.41483662
16069cb0-4699-4b18-b42c-40efca86ab4f,e49d6708-5e52-4079-8eab-19f2bb72f0b7,Cold eye cost success people tend weight. Carry spring white measure manager range indeed.,1/28/2024 19:50,"Enercare Centre, Toronto",437,985,#TorontoInternationalBoatShow,-0.1,Negative,43.63535575,-79.41323695
357b8337-2726-49ad-8b0a-4b1af1ef45de,24341e7e-3742-40c9-8d63-504cfca7f33e,Themselves allow enjoy television beautiful. Simply down specific onto.,9/23/2024 18:12,"Scotiabank Arena, Toronto",183,3395,#TorontoRaptorsGames,0.273611111,Positive,43.64343375,-79.37907772
406e16e8-3970-44a3-9931-cc28fea860fb,c1c712aa-b410-4e52-a7ca-2a4ac409731f,Reduce car chair focus. Seven put majority officer environmental.,11/30/2024 18:31,"Scotiabank Arena, Toronto",783,2193,#TorontoRaptorsGames,0,Neutral,43.64343375,-79.37907772
7a587132-ea03-48f8-bb8e-8dd517c10461,63c2b508-8679-46e4-8950-bdec6cccbffe,Follow exist natural candidate system. Thus several animal phone student administration. Kid a when dark.,11/20/2024 1:26,"Rogers Centre, Toronto",582,2062,#TaylorSwift'sErasTour,-0.016666667,Negative,43.64165985,-79.38919762
c91c90b2-d7f7-4c30-8f05-8696c150c3fd,efdbffe0-67b7-49e5-a2b7-020d3f32a443,Region ability live car. Mind knowledge account gas building. Really local director become south billion.,11/18/2024 9:41,"Rogers Centre, Toronto",289,2798,#TaylorSwift'sErasTour,0.068181818,Positive,43.64165985,-79.38919762
cae6bc5d-4cf8-4dc4-aeb6-432209e20b6e,2c732a83-b0b1-49a2-9c50-9a1b5e4cf12f,Cause but role goal. Fire cause everybody base network outside.,12/2/2024 11:20,"Coca-Cola Coliseum, Toronto",43,1175,#TorontoSceptresGames,-0.4,Negative,43.6356495,-79.41483662
2491304a-ff8f-481e-b340-33dba76bf5a6,72988797-bc64-49f1-a0cc-e649264baadf,Onto add democratic. We huge expert Republican.,11/20/2024 7:46,"Rogers Centre, Toronto",673,4762,#TaylorSwift'sErasTour,0.4,Positive,43.64165985,-79.38919762
857ecade-3003-4a52-8860-1a4070803bd0,66389f39-beca-491c-a5a8-48b0152f0076,Under break partner area. Budget remain reduce clearly.,1/22/2024 21:53,"Enercare Centre, Toronto",250,575,#TorontoInternationalBoatShow,0.1,Positive,43.63535575,-79.41323695
8bc0e559-ad6d-4a33-98ea-147f21f08f80,5a7997a5-0d0e-4a6e-a3a3-50a8e6f67930,Area teacher cold church significant thus. Direction meeting analysis television. Animal hair turn condition whether.,11/20/2024 4:02,"Rogers Centre, Toronto",818,3894,#TaylorSwift'sErasTour,-0.1125,Negative,43.64165985,-79.38919762
d03670ac-8c89-4732-9716-88708101012a,5253ca17-fd50-4b2a-9665-ddd6709c1420,Head maybe top conference source wonder west. Theory tend similar financial.,10/20/2024 11:57,"Scotiabank Arena, Toronto",353,2860,#TorontoRaptorsGames,0.166666667,Positive,43.64343375,-79.37907772
c7ba3433-22e0-4b88-ae23-9c0436e104fe,382f21fd-2432-420e-a999-7c9f9877afdf,Must player really act friend.,1/18/2024 11:47,"Distillery District, Toronto",278,3918,#TorontoLightFestival,0.2,Positive,43.6502947,-79.3595401
fea59a7b-2f0e-4373-bc8f-5f78119304ea,f7ea22da-5742-409a-b5bf-ac8c7862505a,Option artist production candidate. End fire song red save. Laugh do want carry show board.,2/11/2024 17:45,"Distillery District, Toronto",81,2393,#TorontoLightFestival,0.15,Positive,43.6502947,-79.3595401
974ed686-af10-4a6a-9e5e-3343b022671b,10eeba95-058b-4fe7-ac73-66eb6cba3146,American structure foreign before eat green message quality. Star community weight take new.,11/19/2024 18:21,"Rogers Centre, Toronto",877,2284,#TaylorSwift'sErasTour,-0.047159091,Negative,43.64165985,-79.38919762
3a8a1621-2eca-47e2-94a6-6d208db24c33,1468f18f-de8a-4d8e-a4ec-26f93ed1e68a,Against only true similar. Team whether health walk how big few. Wish run join police.,1/12/2024 2:58,"Scotiabank Arena, Toronto",201,3603,#TorontoRaptorsGames,0.03,Positive,43.64343375,-79.37907772
d943b07d-d72f-4144-a4e2-98363ca2a498,256c4d14-4e19-4862-88a5-73fb1f42a01f,"Seat draw word collection those become. Land enter economic attack either blue.
History run why.",2/28/2024 17:38,"Scotiabank Arena, Toronto",321,2987,#TorontoRaptorsGames,0.1,Positive,43.64343375,-79.37907772
6b075c8d-0f54-4782-a81d-c201287cab4c,f12fa053-1fdf-410d-aa6c-e6fe0e760c62,Full world throw relate. Wall close threat church big day. Important never understand music produce.,11/19/2024 16:01,"Rogers Centre, Toronto",614,4190,#TaylorSwift'sErasTour,0.25,Positive,43.64165985,-79.38919762
5b33ed0f-f561-405a-aaf5-c4e91d1c9dcb,654b44a6-01cd-4d6a-be13-71f80f8b4018,Wife operation network subject stand industry. Reach view of dog federal house take. Maybe too song.,12/24/2024 15:24,"Coca-Cola Coliseum, Toronto",28,2735,#TorontoSceptresGames,-0.166666667,Negative,43.6356495,-79.41483662
2175fc62-d5d6-4c1e-a53a-0672d5720b51,a5b9be47-57cd-42d1-9de2-e6f9e2ff626d,Increase challenge onto serve. Understand none big experience. They there enough pressure occur list common.,1/20/2024 11:39,"Enercare Centre, Toronto",667,2987,#TorontoInternationalBoatShow,-0.1,Negative,43.63535575,-79.41323695
e1fce190-a915-422f-bf45-3d6f8a9c5215,181e1de8-a76e-4263-b4a4-7334b87201e2,Feel season similar fly. Painting become kid tree imagine machine.,1/28/2024 19:59,"Enercare Centre, Toronto",951,4772,#TorontoInternationalBoatShow,0.4,Positive,43.63535575,-79.41323695
99c28cff-d311-4962-a5f3-283ae8b84a9f,c96751c6-6151-4ea9-a558-35799436dddd,Head order concern that only.,6/16/2024 18:52,"Scotiabank Arena, Toronto",616,2835,#TorontoRaptorsGames,0,Neutral,43.64343375,-79.37907772
a3813690-a916-4902-b358-29ec5419f0ab,cb220c61-7d03-497e-8603-48ed0f3ce63b,Treatment positive over across education source figure.,11/18/2024 4:08,"Rogers Centre, Toronto",356,1216,#TaylorSwift'sErasTour,0.227272727,Positive,43.64165985,-79.38919762
a4178c88-c517-4be7-a0f6-03b4190779ec,09ca2014-fedc-4437-9d93-70dc98647e1a,Loss from everybody foot. End represent throughout federal change.,2/5/2024 16:22,"Distillery District, Toronto",499,4301,#TorontoLightFestival,0,Neutral,43.6502947,-79.3595401
29e245fb-6d13-40ff-a273-dee89254b34b,283f8161-b415-46f1-8a86-93828bf377b8,Home along remain occur couple risk. Rather point little wait grow. Suddenly subject theory Congress best.,11/30/2024 18:09,"Coca-Cola Coliseum, Toronto",858,3212,#TorontoSceptresGames,0.215277778,Positive,43.6356495,-79.41483662
d19eb8b3-bd35-4999-a719-16f94159d408,a5dc142c-4837-4577-a0ee-3300645a8d86,Above move room wear throughout series. Course quality phone eat really general can. Me fill assume animal way lay.,1/26/2024 11:35,"Enercare Centre, Toronto",543,4852,#TorontoInternationalBoatShow,0.025,Positive,43.63535575,-79.41323695
01c32d31-f10e-44d1-a426-c0cc3e27b970,edc4a68f-1fa5-482b-93c5-9c0c673adef6,Perhaps order answer blue structure answer break. Herself natural listen check receive piece.,1/23/2024 14:43,"Enercare Centre, Toronto",232,682,#TorontoInternationalBoatShow,0.05,Positive,43.63535575,-79.41323695
ef105361-3758-40e4-9dc5-76a655c4a1c6,1d0b13b4-bf45-4900-886b-8fca560aa6be,Participant sing story win group. Far always many debate value former. Actually become book.,11/19/2024 12:00,"Rogers Centre, Toronto",271,4983,#TaylorSwift'sErasTour,0.28,Positive,43.64165985,-79.38919762
908059d8-708a-40fd-a728-f6f9bd83102b,2370d96e-c093-4c1d-b8ec-daad896be1d0,Forget thus western environmental. Head garden box hundred.,1/28/2024 19:23,"Distillery District, Toronto",544,210,#TorontoLightFestival,0,Neutral,43.6502947,-79.3595401
dada2d79-ac10-4545-bad6-6d91f778fe29,43d69a04-c47e-4ca7-841d-ad2234dd23b2,Particularly single particularly television. Low maintain thought key. Energy fire relate question.,2/6/2024 9:32,"Distillery District, Toronto",630,3250,#TorontoLightFestival,0.023809524,Positive,43.6502947,-79.3595401
f74e23d4-54d7-431f-ae52-82357a4019e8,669ba3d7-294d-4122-89be-941125cb5658,Particularly could us hotel lead. Response blue increase unit study.,11/16/2024 20:05,"Rogers Centre, Toronto",588,4196,#TaylorSwift'sErasTour,0.083333333,Positive,43.64165985,-79.38919762
b76c2e14-d8c7-4de5-ab1c-8cf89e7c99ed,a8ed440f-f0fe-400f-8082-854495ade3ac,Wonder practice when mean. Report set no old wall report. Experience suggest space mission agent certainly prove.,5/6/2024 15:38,"Scotiabank Arena, Toronto",702,4017,#TorontoRaptorsGames,-0.049404762,Negative,43.64343375,-79.37907772
086f56ce-1382-443e-9fa4-fe35dd9d992f,e98ec683-2201-44fe-8385-620c6c107da4,Score night down six sometimes. Realize another high indicate small. Whole approach season data than team.,1/20/2024 12:31,"Enercare Centre, Toronto",186,4809,#TorontoInternationalBoatShow,-0.011388889,Negative,43.63535575,-79.41323695
318c872a-8565-4772-82e0-9d074c83e536,b379605c-36b5-422a-9ed3-2f7bbada39d8,"Some newspaper offer direction.
Hold picture item admit pull movement. As second animal summer group me face rate.",1/22/2025 14:01,"Coca-Cola Coliseum, Toronto",870,3072,#TorontoSceptresGames,0,Neutral,43.6356495,-79.41483662
3a432a21-9b11-478a-9a54-b7eacede6daa,fd8164ff-1e0c-4940-a1ee-986927ad0a5f,Strong enjoy name community president. Onto together back edge win development. Good test main lot page maybe.,1/4/2024 6:27,"Scotiabank Arena, Toronto",101,4181,#TorontoRaptorsGames,0.416666667,Positive,43.64343375,-79.37907772
